Substrate	Protein_ID	Protein_details	Organism_ID	Organism_name	Km_value	Conditions	References
NADH	30	{'accessions': ['P39714'], 'source': 'uniprot'}	30	Saccharomyces cerevisiae	0.045	#30# wild type enzyme <15>	15
(R)-acetoin	30	{'accessions': ['P39714'], 'source': 'uniprot'}	30	Saccharomyces cerevisiae	3.0	#30# wild type enzyme <15>	15
NADH	30	{'accessions': ['P39714'], 'source': 'uniprot'}	30	Saccharomyces cerevisiae	0.7	#30# mutant enzyme E221S <15>	15
(R)-acetoin	30	{'accessions': ['P39714'], 'source': 'uniprot'}	30	Saccharomyces cerevisiae	33.0	#30# mutant enzyme E221S/I222R/A223S <15>	15
NADPH	30	{'accessions': ['P39714'], 'source': 'uniprot'}	30	Saccharomyces cerevisiae	0.044	#30# mutant enzyme E221S/I222R <15>; #30# mutant enzyme E221S/I222R/A223S <15>	15
NADPH	30	{'accessions': ['P39714'], 'source': 'uniprot'}	30	Saccharomyces cerevisiae	0.087	#30# mutant enzyme E221S <15>	15
(R)-acetoin	30	{'accessions': ['P39714'], 'source': 'uniprot'}	30	Saccharomyces cerevisiae	77.0	#30# mutant enzyme E221S/I222R <15>	15
(R)-acetoin	30	{'accessions': ['P39714'], 'source': 'uniprot'}	30	Saccharomyces cerevisiae	161.0	#30# mutant enzyme E221S <15>	15
(3R,3S)-acetoin	31	{'accessions': ['E7EKB8'], 'source': 'uniprot'}	31	Paenibacillus polymyxa	0.3	#31# pH 8.0, 22°C <17>	17
NAD+	31	{'accessions': ['E7EKB8'], 'source': 'uniprot'}	31	Paenibacillus polymyxa	0.54	#31# pH 11.0, 22°C <17>	17
NADH	31	{'accessions': ['E7EKB8'], 'source': 'uniprot'}	31	Paenibacillus polymyxa	0.046	#31# pH 8.0, 22°C <17>	17
(2R,3R)-butane-2,3-diol	31	{'accessions': ['E7EKB8'], 'source': 'uniprot'}	31	Paenibacillus polymyxa	1.76	#31# pH 11.0, 22°C <17>	17
meso-butane-2,3-diol	31	{'accessions': ['E7EKB8'], 'source': 'uniprot'}	31	Paenibacillus polymyxa	5.62	#31# pH 11.0, 22°C <17>	17
(3R,3S)-acetoin	32	{'accessions': ['F1T242'], 'source': 'uniprot'}	32	Mycobacterium sp.	0.06	#32# pH 7.0, 30°C <18>	18
diacetyl	34	{'accessions': ['A0A0E4A9D6'], 'source': 'uniprot'}	34	Rhodococcus erythropolis	0.1	#34# at pH 10.0 and 45°C <32>	32
NADH	34	{'accessions': ['A0A0E4A9D6'], 'source': 'uniprot'}	34	Rhodococcus erythropolis	0.08	#34# with diacetyl as cosubstrate, at pH 10.0 and 45°C <32>	32
(2R,3R)-butane-2,3-diol	34	{'accessions': ['A0A0E4A9D6'], 'source': 'uniprot'}	34	Rhodococcus erythropolis	0.58	#34# at pH 6.5 and 55°C <32>	32
NAD+	34	{'accessions': ['A0A0E4A9D6'], 'source': 'uniprot'}	34	Rhodococcus erythropolis	1.04	#34# with (2R,3R)-butane-2,3-diol as cosubstrate, at pH 6.5 and 55°C <32>	32
(R)-acetoin	35	{'accessions': ['A0A075BZ18'], 'source': 'uniprot'}	35	Bacillus sp. (in: Bacteria)	0.12	#35# at pH 6.0 and 50°C <24>	24
diacetyl	35	{'accessions': ['A0A075BZ18'], 'source': 'uniprot'}	35	Bacillus sp. (in: Bacteria)	0.13	#35# at pH 6.0 and 50°C <24>	24
meso-butane-2,3-diol	35	{'accessions': ['A0A075BZ18'], 'source': 'uniprot'}	35	Bacillus sp. (in: Bacteria)	6.38	#35# at pH 9.0 and 50°C <24>	24
(R,R)-butane-2,3-diol	35	{'accessions': ['A0A075BZ18'], 'source': 'uniprot'}	35	Bacillus sp. (in: Bacteria)	6.01	#35# at pH 9.0 and 50°C <24>	24
(R)-acetoin	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	45.0	#36# mutant S199C, pH 7.5, 25°C <33>	33
acetone	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	0.6	#36# pH 7.5, 25°C <21>	21
acetone	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	1.0	#36# wild-type, pH 7.5, 25°C <33>	33
acetone	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	2.0	#36# mutant S199W, pH 7.5, 25°C <33>	33
acetone	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	0.9	#36# mutant S199A, pH 7.5, 25°C <33>	33
2-butanone	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	0.8	#36# mutant S199A, pH 7.5, 25°C <33>	33
2-butanone	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	2.4	#36# mutant S199G, pH 7.5, 25°C <33>	33
2-butanone	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	1.8	#36# wild-type, pH 7.5, 25°C <33>	33
NADPH	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	0.0017	#36# wild-type, pH 7.5, 25°C <33>	33
acetone	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	1.2	#36# mutant S199C, pH 7.5, 25°C <33>	33
Butanone	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	1.2	#36# pH 7.5, 25°C <21>	21
2-butanone	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	1.5	#36# mutant S199C, pH 7.5, 25°C <33>	33
2-butanone	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	1.9	#36# mutant S199R, pH 7.5, 25°C <33>	33
NADPH	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	0.036	#36# mutant S199R, pH 7.5, 25°C <33>	33
acetone	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	1.1	#36# mutant S199R, pH 7.5, 25°C <33>	33
acetone	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	1.6	#36# mutant S199G, pH 7.5, 25°C <33>	33
(R)-acetoin	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	34.0	#36# mutant S199R, pH 7.5, 25°C <33>	33
NADPH	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	0.0056	#36# mutant S199A, pH 7.5, 25°C <33>	33
(R)-acetoin	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	190.0	#36# mutant S199W, pH 7.5, 25°C <33>	33
(R)-acetoin	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	120.0	#36# mutant S199A, pH 7.5, 25°C <33>	33
2-butanone	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	3.6	#36# mutant S199W, pH 7.5, 25°C <33>	33
(R)-acetoin	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	98.0	#36# wild-type, pH 7.5, 25°C <33>	33
(R)-acetoin	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	230.0	#36# mutant S199G, pH 7.5, 25°C <33>	33
(2R,3R)-2,3-butanediol	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	65.0	#36# pH 7.5, 25°C <21>	21
acetoin	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	71.0	#36# pH 7.5, 25°C <21>	21
acetaldehyde	36	{'accessions': ['F8TEL7'], 'source': 'uniprot'}	36	Clostridium autoethanogenum	5.5	#36# pH 7.5, 25°C <21>	21
2-hydroxyacetophenone	38	{'accessions': ['O34788'], 'source': 'uniprot'}	38	Bacillus subtilis subsp. subtilis	1.0	#38# pH 7.0, 25°C, recombinant His-tagged enzyme <43>	43
acetoin	-----	-----	4	Escherichia coli	3.4	#4# cosubstrate NADH, pH 7.0, temperature not specified in the publication <36>	36
acetoin	-----	-----	4	Escherichia coli	13.6	#4# cosubstrate NADPH, pH 7.0, temperature not specified in the publication <36>	36
acetaldehyde	41	{'accessions': ['A0A7G4NVP1'], 'source': 'uniprot'}	41	Saccharomyces cerevisiae	0.65	#41# recombinant enzyme, pH 7.0, 30°C, with NADH, from strain B <39>	39
acetaldehyde	41	{'accessions': ['A0A7G4NVP1'], 'source': 'uniprot'}	41	Saccharomyces cerevisiae	4.49	#41# recombinant enzyme, pH 7.0, 30°C, with NADH, from strain Y <39>	39
glycolaldehyde	41	{'accessions': ['A0A7G4NVP1'], 'source': 'uniprot'}	41	Saccharomyces cerevisiae	15.52	#41# recombinant enzyme, pH 7.0, 30°C, with NADH, from strain Y <39>	39
glycolaldehyde	41	{'accessions': ['A0A7G4NVP1'], 'source': 'uniprot'}	41	Saccharomyces cerevisiae	29.42	#41# recombinant enzyme, pH 7.0, 30°C, with NADH, from strain B <39>	39
acetaldehyde	42	{'accessions': ['A0A7G4NVP2'], 'source': 'uniprot'}	42	Saccharomyces cerevisiae	0.67	#42# recombinant enzyme, pH 7.0, 30°C, with NADH, from strain B <39>	39
glycolaldehyde	42	{'accessions': ['A0A7G4NVP2'], 'source': 'uniprot'}	42	Saccharomyces cerevisiae	9.38	#42# recombinant enzyme, pH 7.0, 30°C, with NADH, from strain Y <39>	39
glycolaldehyde	42	{'accessions': ['A0A7G4NVP2'], 'source': 'uniprot'}	42	Saccharomyces cerevisiae	17.91	#42# recombinant enzyme, pH 7.0, 30°C, with NADH, from strain B <39>	39
acetaldehyde	42	{'accessions': ['A0A7G4NVP2'], 'source': 'uniprot'}	42	Saccharomyces cerevisiae	20.18	#42# recombinant enzyme, pH 7.0, 30°C, with NADH, from strain Y <39>	39
(2R,3R)-butane-2,3-diol	44	{'accessions': ['Q9HWM8'], 'source': 'uniprot'}	44	Pseudomonas aeruginosa	0.057	#44# pH 7.4, 30°C <37>	37
(2R,3R)-butane-2,3-diol	45	{'accessions': ['A0A0F6FX23'], 'source': 'uniprot'}	45	Bacillus thuringiensis serovar kurstaki	0.76	#45# pH 10.0, 50°C, recombinant enzyme <40>	40
(2R,3S)-butane-2,3-diol	45	{'accessions': ['A0A0F6FX23'], 'source': 'uniprot'}	45	Bacillus thuringiensis serovar kurstaki	3.67	#45# pH 10.0, 50°C, recombinant enzyme <40>	40
NAD+	-----	-----	5	Saccharomyces cerevisiae	0.55	-----	4
NADH	-----	-----	5	Saccharomyces cerevisiae	0.055	-----	4
(3R,3S)-acetoin	-----	-----	5	Saccharomyces cerevisiae	4.5	-----	4
(2R,3R)-2,3-butanediol	-----	-----	5	Saccharomyces cerevisiae	14.0	-----	4
1-hydroxy-2-propanone	-----	-----	5	Saccharomyces cerevisiae	14.5	-----	4
NAD+	-----	-----	7	Pyrococcus furiosus	0.6	-----	10
NADH	-----	-----	7	Pyrococcus furiosus	0.097	-----	10
acetoin	-----	-----	7	Pyrococcus furiosus	6.5	-----	10
2,3-Butanediol	-----	-----	7	Pyrococcus furiosus	86.8	-----	10
NAD+	8	{'comment': '#8# isoform Decr1 <7>'}	8	Klebsiella aerogenes	0.16	-----	7
acetoin	8	{'comment': '#8# isoform Decr1 <7>'}	8	Klebsiella aerogenes	0.4	-----	7
ethyl pyruvate	8	{'comment': '#8# isoform Decr1 <7>'}	8	Klebsiella aerogenes	20.0	-----	7
diacetyl	8	{'comment': '#8# isoform Decr1 <7>'}	8	Klebsiella aerogenes	1.6	-----	7
2,3-Butanediol	8	{'comment': '#8# isoform Decr1 <7>'}	8	Klebsiella aerogenes	2.6	-----	7
2,3-pentanediol	8	{'comment': '#8# isoform Decr1 <7>'}	8	Klebsiella aerogenes	6.0	-----	7
Methyl pyruvate	8	{'comment': '#8# isoform Decr1 <7>'}	8	Klebsiella aerogenes	18.0	-----	7
methyl glyoxal	8	{'comment': '#8# isoform Decr1 <7>'}	8	Klebsiella aerogenes	75.0	-----	7
