Substrate	Protein_ID	Protein_details	Organism_ID	Organism_name	kcat_value	Conditions	References
L-threose	20	{'accessions': ['Q91X52'], 'source': 'uniprot'}	20	Mus musculus	16.0	#20,21# pH 7.0, 25°C <14>	14
L-xylulose	20	{'accessions': ['Q91X52'], 'source': 'uniprot'}	20	Mus musculus	37.0	#20,22# pH 7.0, 25°C <14>	14
D-threitol	20	{'accessions': ['Q91X52'], 'source': 'uniprot'}	20	Mus musculus	16.0	#20,23# pH 7.0, 25°C <14>	14
D-threose	21	{'accessions': ['Q920P0'], 'source': 'uniprot'}	21	Rattus norvegicus	-----	#21# pH 7.0, 25°C <14>	14
D-xylulose	21	{'accessions': ['Q920P0'], 'source': 'uniprot'}	21	Rattus norvegicus	18.0	#21# pH 7.0, 25°C <14>	14
DL-glyceraldehyde	21	{'accessions': ['Q920P0'], 'source': 'uniprot'}	21	Rattus norvegicus	21.0	#21# pH 7.0, 25°C <14>	14
L-xylulose	21	{'accessions': ['Q920P0'], 'source': 'uniprot'}	21	Rattus norvegicus	39.0	#21# pH 7.0, 25°C <14>	14
NADP+	21	{'accessions': ['Q920P0'], 'source': 'uniprot'}	21	Rattus norvegicus	10.0	#21# pH 7.0, 25°C <14>	14
xylitol	21	{'accessions': ['Q920P0'], 'source': 'uniprot'}	21	Rattus norvegicus	10.0	#21# pH 7.0, 25°C <14>	14
diacetyl	21	{'accessions': ['Q920P0'], 'source': 'uniprot'}	21	Rattus norvegicus	25.0	#21# pH 7.0, 25°C <14>	14
D-ribulose	21	{'accessions': ['Q920P0'], 'source': 'uniprot'}	21	Rattus norvegicus	19.0	#21# pH 7.0, 25°C <14>	14
NAD+	21	{'accessions': ['Q920P0'], 'source': 'uniprot'}	21	Rattus norvegicus	41.0	#21# pH 7.0, 25°C <14>	14
D-threitol	21	{'accessions': ['Q920P0'], 'source': 'uniprot'}	21	Rattus norvegicus	12.0	#21# pH 7.0, 25°C <14>	14
dihydroxyacetone	21	{'accessions': ['Q920P0'], 'source': 'uniprot'}	21	Rattus norvegicus	5.1	#21# pH 7.0, 25°C <14>	14
NADH	21	{'accessions': ['Q920P0'], 'source': 'uniprot'}	21	Rattus norvegicus	23.0	#21# pH 7.0, 25°C <14>	14
acetoin	21	{'accessions': ['Q920P0'], 'source': 'uniprot'}	21	Rattus norvegicus	6.9	#21,22,23# pH 7.0, 25°C <14>	14
L-erythrulose	21	{'accessions': ['Q920P0'], 'source': 'uniprot'}	21	Rattus norvegicus	25.0	#21,23# pH 7.0, 25°C <14>	14
dihydroxyacetone	22	{'accessions': ['Q920N9'], 'source': 'uniprot'}	22	Cavia porcellus	3.8	#22# pH 7.0, 25°C <14>	14
D-erythrose	22	{'accessions': ['Q920N9'], 'source': 'uniprot'}	22	Cavia porcellus	-----	#22# pH 7.0, 25°C <14>	14
D-threitol	22	{'accessions': ['Q920N9'], 'source': 'uniprot'}	22	Cavia porcellus	15.0	#22# pH 7.0, 25°C <14>	14
L-threose	22	{'accessions': ['Q920N9'], 'source': 'uniprot'}	22	Cavia porcellus	27.0	#22# pH 7.0, 25°C <14>	14
xylitol	22	{'accessions': ['Q920N9'], 'source': 'uniprot'}	22	Cavia porcellus	20.0	#22# pH 7.0, 25°C <14>	14
DL-glyceraldehyde	22	{'accessions': ['Q920N9'], 'source': 'uniprot'}	22	Cavia porcellus	20.0	#22# pH 7.0, 25°C <14>	14
NADH	22	{'accessions': ['Q920N9'], 'source': 'uniprot'}	22	Cavia porcellus	76.0	#22# pH 7.0, 25°C <14>	14
D-xylulose	22	{'accessions': ['Q920N9'], 'source': 'uniprot'}	22	Cavia porcellus	19.0	#22# pH 7.0, 25°C <14>	14
NADPH	22	{'accessions': ['Q920N9'], 'source': 'uniprot'}	22	Cavia porcellus	26.0	#22# pH 7.0, 25°C <14>	14
diacetyl	22	{'accessions': ['Q920N9'], 'source': 'uniprot'}	22	Cavia porcellus	24.0	#22# pH 7.0, 25°C <14>	14
L-erythrulose	22	{'accessions': ['Q920N9'], 'source': 'uniprot'}	22	Cavia porcellus	24.0	#22# pH 7.0, 25°C <14>	14
NADP+	22	{'accessions': ['Q920N9'], 'source': 'uniprot'}	22	Cavia porcellus	23.0	#22# pH 7.0, 25°C <14>	14
D-threose	22	{'accessions': ['Q920N9'], 'source': 'uniprot'}	22	Cavia porcellus	32.0	#22# pH 7.0, 25°C <14>	14
D-ribulose	22	{'accessions': ['Q920N9'], 'source': 'uniprot'}	22	Cavia porcellus	7.8	#22# pH 7.0, 25°C <14>	14
L-xylulose	23	{'accessions': ['Q91XV4'], 'source': 'uniprot'}	23	Mesocricetus auratus	-----	#23# pH 7.0, 25°C <14>	14
NADH	23	{'accessions': ['Q91XV4'], 'source': 'uniprot'}	23	Mesocricetus auratus	-----	#23# pH 7.0, 25°C <14>	14
xylitol	23	{'accessions': ['Q91XV4'], 'source': 'uniprot'}	23	Mesocricetus auratus	-----	#23# pH 7.0, 25°C <14>	14
DL-glyceraldehyde	23	{'accessions': ['Q91XV4'], 'source': 'uniprot'}	23	Mesocricetus auratus	22.0	#23# pH 7.0, 25°C <14>	14
NADPH	23	{'accessions': ['Q91XV4'], 'source': 'uniprot'}	23	Mesocricetus auratus	27.0	#23# pH 7.0, 25°C <14>	14
dihydroxyacetone	23	{'accessions': ['Q91XV4'], 'source': 'uniprot'}	23	Mesocricetus auratus	8.7	#23# pH 7.0, 25°C <14>	14
diacetyl	23	{'accessions': ['Q91XV4'], 'source': 'uniprot'}	23	Mesocricetus auratus	30.0	#23# pH 7.0, 25°C <14>	14
NAD+	23	{'accessions': ['Q91XV4'], 'source': 'uniprot'}	23	Mesocricetus auratus	44.0	#23# pH 7.0, 25°C <14>	14
NADP+	23	{'accessions': ['Q91XV4'], 'source': 'uniprot'}	23	Mesocricetus auratus	26.0	#23# pH 7.0, 25°C <14>	14
D-ribulose	23	{'accessions': ['Q91XV4'], 'source': 'uniprot'}	23	Mesocricetus auratus	31.0	#23# pH 7.0, 25°C <14>	14
D-threose	23	{'accessions': ['Q91XV4'], 'source': 'uniprot'}	23	Mesocricetus auratus	31.0	#23# pH 7.0, 25°C <14>	14
D-xylulose	23	{'accessions': ['Q91XV4'], 'source': 'uniprot'}	23	Mesocricetus auratus	6.9	#23# pH 7.0, 25°C <14>	14
D-erythrose	23	{'accessions': ['Q91XV4'], 'source': 'uniprot'}	23	Mesocricetus auratus	23.0	#23# pH 7.0, 25°C <14>	14
L-threose	23	{'accessions': ['Q91XV4'], 'source': 'uniprot'}	23	Mesocricetus auratus	23.0	#23# pH 7.0, 25°C <14>	14
xylitol	24	{'accessions': ['Q8NK50'], 'source': 'uniprot'}	24	Trichoderma reesei	1.0	#24# pH 7.0, 30°C, recombinant enzyme <33>	33
L-xylulose	24	{'accessions': ['Q8NK50'], 'source': 'uniprot'}	24	Trichoderma reesei	11.4	#24# pH 7.0, 30°C, recombinant enzyme <33>	33
D-sorbitol	24	{'accessions': ['Q8NK50'], 'source': 'uniprot'}	24	Trichoderma reesei	1.8	#24# pH 7.0, 30°C, recombinant enzyme <33>	33
NADPH	24	{'accessions': ['Q8NK50'], 'source': 'uniprot'}	24	Trichoderma reesei	7.75	#24# pH 7.0, 30°C, recombinant enzyme, with L-xylulose <33>	33
D-ribulose	24	{'accessions': ['Q8NK50'], 'source': 'uniprot'}	24	Trichoderma reesei	8.24	#24# pH 7.0, 30°C, recombinant enzyme <33>	33
D-threose	25	{'accessions': ['Q21929'], 'source': 'uniprot'}	25	Caenorhabditis elegans	2.32	#25# pH 7.0, temperature not specified in the publication <34>	34
D-erythrose	25	{'accessions': ['Q21929'], 'source': 'uniprot'}	25	Caenorhabditis elegans	1.8	#25# pH 7.0, temperature not specified in the publication <34>	34
D-xylulose	25	{'accessions': ['Q21929'], 'source': 'uniprot'}	25	Caenorhabditis elegans	1.22	#25# pH 7.0, temperature not specified in the publication <34>	34
L-ribulose	25	{'accessions': ['Q21929'], 'source': 'uniprot'}	25	Caenorhabditis elegans	0.49	#25# pH 7.0, temperature not specified in the publication <34>	34
L-erythrulose	25	{'accessions': ['Q21929'], 'source': 'uniprot'}	25	Caenorhabditis elegans	3.32	#25# pH 7.0, temperature not specified in the publication <34>	34
L-xylulose	25	{'accessions': ['Q21929'], 'source': 'uniprot'}	25	Caenorhabditis elegans	4.98	#25# pH 7.0, temperature not specified in the publication <34>	34
NADPH	-----	-----	4	Rattus norvegicus	0.0005	#4# pH 7.0, 25°C, mutant K153M <13>	13
NADP+	-----	-----	4	Rattus norvegicus	9.5	#4# pH 7.0, 25°C, wild-type enzyme <13>	13
NADPH	-----	-----	4	Rattus norvegicus	0.0009	#4# pH 7.0, 25°C, mutant Y149F <13>	13
NADPH	-----	-----	4	Rattus norvegicus	0.0006	#4# pH 7.0, 25°C, mutant S136A <13>	13
NADPH	21	{'accessions': ['Q920P0'], 'source': 'uniprot'}	4	Rattus norvegicus	25.0	#21# pH 7.0, 25°C <14>; #4# pH 7.0, 25°C, wild-type enzyme <13>	13,14
xylitol	-----	-----	7	Neurospora crassa	5.6	-----	21
D-ribulose	-----	-----	7	Neurospora crassa	119.0	-----	21
