EC_number	Organism_name	Protein_file	Mol_file	pH	Temperature	kcat_value_with_ref
1.1.1.42	Homo sapiens	6BKZ.pdb	mol_337.sdf	7.2	37°C	[(3.87, '151'), (3.4, '151')]
1.1.1.42	Homo sapiens	6BKZ.pdb	mol_337.sdf	6.5	37°C	[(4.1, "{151: 'An acidic residue buried in the dimer interface of isocitrate dehydrogenase 1 (IDH1) helps regulate catalysis and pH sensitivity. Biochem,2020'}"), (3.2, '151')]
1.1.1.42	Homo sapiens	6BKZ.pdb	mol_310.sdf	7.2	37°C	[(39.0, '151'), (35.5, '151')]
1.1.1.42	Homo sapiens	6BKZ.pdb	mol_310.sdf	6.2	37°C	[(20.2, '151'), (20.0, '151')]
1.1.1.42	Homo sapiens	6BKZ.pdb	mol_310.sdf	7.8	37°C	[(40.0, '151'), (35.4, '151')]
1.1.1.42	Homo sapiens	6BKZ.pdb	mol_310.sdf	8	37°C	[(39.2, '151'), (38.3, '151')]
1.1.1.42	Homo sapiens	6BKZ.pdb	mol_310.sdf	6.5	37°C	[(23.1, '151'), (23.0, '151')]
1.1.1.42	Homo sapiens	6BKZ.pdb	mol_310.sdf	7	37°C	[(32.0, '151'), (31.7, '151')]
1.1.1.42	Homo sapiens	6BKZ.pdb	mol_337.sdf	7	37°C	[(4.1, "{151: 'An acidic residue buried in the dimer interface of isocitrate dehydrogenase 1 (IDH1) helps regulate catalysis and pH sensitivity. Biochem,2020'}"), (3.8, "{151: 'An acidic residue buried in the dimer interface of isocitrate dehydrogenase 1 (IDH1) helps regulate catalysis and pH sensitivity. Biochem,2020'}")]
1.1.1.62	Homo sapiens	6H0M.pdb	mol_460.sdf	and	-----	[(0.00055, '132'), (0.0004, '132')]
1.1.1.62	Homo sapiens	6H0M.pdb	mol_461.sdf	and	-----	[(0.00032, '132'), (0.00028, '132')]
1.1.1.85	Shewanella benthica	3VMK.pdb	mol_472.sdf	-----	20°C	[(17.0, '61'), (10.0, '61'), (13.0, '61'), (15.0, "{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009'}"), (14.0, "{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009'}")]
1.1.1.85	Shewanella oneidensis	3VMJ.pdb	mol_472.sdf	-----	20°C	[(15.0, "{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009'}"), (14.0, "{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009'}")]
1.1.1.86	Sulfolobus acidocaldarius	5YEQ.pdb	mol_481.sdf	8	25°C	[(0.068, '60'), (0.06, '60'), (0.055, '60'), (0.058, '60')]
1.1.1.86	Sulfolobus acidocaldarius	5YEQ.pdb	mol_481.sdf	8	37°C	[(0.195, '60'), (0.192, '60'), (0.157, '60'), (0.164, '60')]
1.1.2.3	Saccharomyces cerevisiae	1KBI.pdb	mol_328.sdf	-----	-----	[(372.0, '35'), (200.0, '35')]
1.1.3.2	Aerococcus viridans	7F20.pdb	mol_292.sdf	6.5	20°C	[(140.0, "{15: 'The Ala95-to-Gly substitution in Aerococcus viridans l-lactate oxidase revisited - structural consequences at the catalytic site and effect on reactivity with O2 and other electron acceptors,2015'}"), (88.0, "{14: '', 25: ''}")]
1.1.3.38	Penicillium simplicissimum	1W1K.pdb	mol_543.sdf	7.5	25°C	[(2.6, "{24: 'A single loop is essential for the octamerization of vanillyl alcohol oxidase,2016', 29: 'Two tyrosine residues, Tyr-108 and Tyr-503, are responsible for the deprotonation of phenolic substrates in vanillyl-alcohol oxidase. J. Biol,2017'}"), (1.6, '20'), (2.5, '30')]
1.1.3.38	Penicillium simplicissimum	1W1K.pdb	mol_547.sdf	7.5	25°C	[(14.0, '20'), (11.0, '24')]
1.1.3.4	Aspergillus niger	3QVP.pdb	mol_109.sdf	5.1	37°C	[(446.0, '132'), (434.0, '132')]
1.1.3.4	Aspergillus niger	3QVP.pdb	mol_109.sdf	6	25°C	[(920.0, '123'), (815.0, '123')]
1.1.3.4	Aspergillus niger	3QVP.pdb	mol_109.sdf	7.4	25°C	[(257.1, '139'), (130.2, '139')]
1.1.3.9	Fusarium graminearum	6XLR.pdb	mol_126.sdf	7	30°C	[(600.0, '60'), (400.0, '60'), (516.7, '60')]
1.1.99.29	Leucoagaricus meleagris	4H7U.pdb	mol_515.sdf	8.5	30°C	[(203.0, '12'), (104.0, '12')]
1.1.99.29	Leucoagaricus meleagris	4H7U.pdb	mol_599.sdf	8.5	30°C	[(130.0, "{15: 'Simple and efficient expression of Agaricus meleagris pyranose dehydrogenase in Pichia pastoris. Appl. Microbiol,2012', 28: 'Engineering of pyranose dehydrogenase for increased oxygen reactivity,2014'}"), (104.0, '15')]
1.1.99.29	Leucoagaricus meleagris	4H7U.pdb	mol_130.sdf	7.5	30°C	[(45.7, '12'), (37.2, "{11: 'Pyranose dehydrogenases: biochemical features and perspectives of technological applications. Appl. Microbiol,2009', 12: 'Heterologous expression of an Agaricus meleagris pyranose dehydrogenase-encoding gene in Aspergillus spp. and characterization of the recombinant enzyme. Appl. Microbiol,2010', 14: 'Pyranose dehydrogenases: Biochemical features and perspectives of technological applications. Appl. Microbiol,2010', 15: 'Simple and efficient expression of Agaricus meleagris pyranose dehydrogenase in Pichia pastoris. Appl. Microbiol,2012'}")]
1.1.99.29	Leucoagaricus meleagris	4H7U.pdb	mol_499.sdf	2	30°C	[(76.0, "{12: 'Heterologous expression of an Agaricus meleagris pyranose dehydrogenase-encoding gene in Aspergillus spp. and characterization of the recombinant enzyme. Appl. Microbiol,2010', 15: 'Simple and efficient expression of Agaricus meleagris pyranose dehydrogenase in Pichia pastoris. Appl. Microbiol,2012'}"), (59.0, '12')]
1.1.99.29	Leucoagaricus meleagris	4H7U.pdb	mol_134.sdf	7.5	30°C	[(27.4, '24'), (26.5, '20')]
1.1.99.29	Leucoagaricus meleagris	4H7U.pdb	mol_126.sdf	7.5	30°C	[(48.5, "{11: 'Pyranose dehydrogenases: biochemical features and perspectives of technological applications. Appl. Microbiol,2009', 12: 'Heterologous expression of an Agaricus meleagris pyranose dehydrogenase-encoding gene in Aspergillus spp. and characterization of the recombinant enzyme. Appl. Microbiol,2010', 14: 'Pyranose dehydrogenases: Biochemical features and perspectives of technological applications. Appl. Microbiol,2010', 15: 'Simple and efficient expression of Agaricus meleagris pyranose dehydrogenase in Pichia pastoris. Appl. Microbiol,2012'}"), (46.6, '12'), (31.8, '24'), (34.3, '20')]
1.1.99.29	Leucoagaricus meleagris	4H7U.pdb	mol_110.sdf	7.5	30°C	[(48.06, '12'), (42.2, '20'), (36.6, '24'), (45.9, "{11: 'Pyranose dehydrogenases: biochemical features and perspectives of technological applications. Appl. Microbiol,2009', 12: 'Heterologous expression of an Agaricus meleagris pyranose dehydrogenase-encoding gene in Aspergillus spp. and characterization of the recombinant enzyme. Appl. Microbiol,2010', 14: 'Pyranose dehydrogenases: Biochemical features and perspectives of technological applications. Appl. Microbiol,2010', 15: 'Simple and efficient expression of Agaricus meleagris pyranose dehydrogenase in Pichia pastoris. Appl. Microbiol,2012'}")]
1.1.99.29	Leucoagaricus meleagris	4H7U.pdb	mol_130.sdf	8.5	30°C	[(37.2, "{11: 'Pyranose dehydrogenases: biochemical features and perspectives of technological applications. Appl. Microbiol,2009', 12: 'Heterologous expression of an Agaricus meleagris pyranose dehydrogenase-encoding gene in Aspergillus spp. and characterization of the recombinant enzyme. Appl. Microbiol,2010', 14: 'Pyranose dehydrogenases: Biochemical features and perspectives of technological applications. Appl. Microbiol,2010', 15: 'Simple and efficient expression of Agaricus meleagris pyranose dehydrogenase in Pichia pastoris. Appl. Microbiol,2012'}"), (34.7, '15')]
1.1.99.29	Leucoagaricus meleagris	4H7U.pdb	mol_132.sdf	7.5	30°C	[(51.3, '20'), (41.5, '12'), (43.4, "{11: 'Pyranose dehydrogenases: biochemical features and perspectives of technological applications. Appl. Microbiol,2009', 12: 'Heterologous expression of an Agaricus meleagris pyranose dehydrogenase-encoding gene in Aspergillus spp. and characterization of the recombinant enzyme. Appl. Microbiol,2010', 14: 'Pyranose dehydrogenases: Biochemical features and perspectives of technological applications. Appl. Microbiol,2010', 15: 'Simple and efficient expression of Agaricus meleagris pyranose dehydrogenase in Pichia pastoris. Appl. Microbiol,2012'}")]
1.1.99.29	Leucoagaricus meleagris	4H7U.pdb	mol_132.sdf	8.5	30°C	[(62.4, '15'), (43.4, "{11: 'Pyranose dehydrogenases: biochemical features and perspectives of technological applications. Appl. Microbiol,2009', 12: 'Heterologous expression of an Agaricus meleagris pyranose dehydrogenase-encoding gene in Aspergillus spp. and characterization of the recombinant enzyme. Appl. Microbiol,2010', 14: 'Pyranose dehydrogenases: Biochemical features and perspectives of technological applications. Appl. Microbiol,2010', 15: 'Simple and efficient expression of Agaricus meleagris pyranose dehydrogenase in Pichia pastoris. Appl. Microbiol,2012'}")]
1.1.99.29	Leucoagaricus meleagris	4H7U.pdb	mol_133.sdf	7.5	30°C	[(39.6, "{11: 'Pyranose dehydrogenases: biochemical features and perspectives of technological applications. Appl. Microbiol,2009', 12: 'Heterologous expression of an Agaricus meleagris pyranose dehydrogenase-encoding gene in Aspergillus spp. and characterization of the recombinant enzyme. Appl. Microbiol,2010', 14: 'Pyranose dehydrogenases: Biochemical features and perspectives of technological applications. Appl. Microbiol,2010', 15: 'Simple and efficient expression of Agaricus meleagris pyranose dehydrogenase in Pichia pastoris. Appl. Microbiol,2012'}"), (31.9, '12'), (33.7, '20')]
1.1.99.29	Leucoagaricus meleagris	4H7U.pdb	mol_133.sdf	8.5	30°C	[(41.0, "{15: 'Simple and efficient expression of Agaricus meleagris pyranose dehydrogenase in Pichia pastoris. Appl. Microbiol,2012', 28: 'Engineering of pyranose dehydrogenase for increased oxygen reactivity,2014'}"), (39.6, "{11: 'Pyranose dehydrogenases: biochemical features and perspectives of technological applications. Appl. Microbiol,2009', 12: 'Heterologous expression of an Agaricus meleagris pyranose dehydrogenase-encoding gene in Aspergillus spp. and characterization of the recombinant enzyme. Appl. Microbiol,2010', 14: 'Pyranose dehydrogenases: Biochemical features and perspectives of technological applications. Appl. Microbiol,2010', 15: 'Simple and efficient expression of Agaricus meleagris pyranose dehydrogenase in Pichia pastoris. Appl. Microbiol,2012'}")]
1.1.99.29	Leucoagaricus meleagris	4H7U.pdb	mol_496.sdf	5	30°C	[(15.1, "{12: 'Heterologous expression of an Agaricus meleagris pyranose dehydrogenase-encoding gene in Aspergillus spp. and characterization of the recombinant enzyme. Appl. Microbiol,2010', 15: 'Simple and efficient expression of Agaricus meleagris pyranose dehydrogenase in Pichia pastoris. Appl. Microbiol,2012'}"), (12.9, "{12: 'Heterologous expression of an Agaricus meleagris pyranose dehydrogenase-encoding gene in Aspergillus spp. and characterization of the recombinant enzyme. Appl. Microbiol,2010', 15: 'Simple and efficient expression of Agaricus meleagris pyranose dehydrogenase in Pichia pastoris. Appl. Microbiol,2012'}")]
1.1.99.29	Leucoagaricus meleagris	4H7U.pdb	mol_126.sdf	8.5	30°C	[(48.5, "{11: 'Pyranose dehydrogenases: biochemical features and perspectives of technological applications. Appl. Microbiol,2009', 12: 'Heterologous expression of an Agaricus meleagris pyranose dehydrogenase-encoding gene in Aspergillus spp. and characterization of the recombinant enzyme. Appl. Microbiol,2010', 14: 'Pyranose dehydrogenases: Biochemical features and perspectives of technological applications. Appl. Microbiol,2010', 15: 'Simple and efficient expression of Agaricus meleagris pyranose dehydrogenase in Pichia pastoris. Appl. Microbiol,2012'}"), (47.3, "{15: 'Simple and efficient expression of Agaricus meleagris pyranose dehydrogenase in Pichia pastoris. Appl. Microbiol,2012', 28: 'Engineering of pyranose dehydrogenase for increased oxygen reactivity,2014'}")]
1.1.99.29	Leucoagaricus meleagris	4H7U.pdb	mol_110.sdf	8.5	30°C	[(45.9, "{11: 'Pyranose dehydrogenases: biochemical features and perspectives of technological applications. Appl. Microbiol,2009', 12: 'Heterologous expression of an Agaricus meleagris pyranose dehydrogenase-encoding gene in Aspergillus spp. and characterization of the recombinant enzyme. Appl. Microbiol,2010', 14: 'Pyranose dehydrogenases: Biochemical features and perspectives of technological applications. Appl. Microbiol,2010', 15: 'Simple and efficient expression of Agaricus meleagris pyranose dehydrogenase in Pichia pastoris. Appl. Microbiol,2012'}"), (37.8, "{15: 'Simple and efficient expression of Agaricus meleagris pyranose dehydrogenase in Pichia pastoris. Appl. Microbiol,2012', 28: 'Engineering of pyranose dehydrogenase for increased oxygen reactivity,2014'}")]
1.1.99.31	Pseudomonas putida	6BFG.pdb	mol_334.sdf	-----	-----	[(1.0, '16')]
1.1.99.31	Pseudomonas putida	6BFG.pdb	mol_607.sdf	-----	-----	[(350.0, "{11: 'Role of glycine 81 in (S)-mandelate dehydrogenase from Pseudomonas putida in substrate specificity and oxidase activity,2004', 16: 'Structures of the G81A mutant form of the active chimera of (S)-mandelate dehydrogenase and its complex with two of its substrates. Acta Crystallogr. Sect,2009'}"), (205.0, '16')]
1.1.99.38	Niallia circulans	4M7T.pdb	mol_622.sdf	8	28°C	[(0.021, '1'), (0.02, '2')]
1.11.1.10	Leptoxyphium fumago	2CIW.pdb	mol_656.sdf	3	-----	[(1970.0, '101'), (1930.0, '101')]
1.11.1.16	Pleurotus eryngii	3FM1.pdb	mol_573.sdf	-----	-----	[(13.0, '6'), (9.5, "{21: 'Site-directed mutagenesis of the catalytic tryptophan environment in Pleurotus eryngii versatile peroxidase,2008', 26: 'Protein radicals in fungal versatile peroxidase: catalytic tryptophan radical in both compound I and compound II and studies on W164Y, W164H, and W164S variants. J. Biol,2009'}")]
1.11.1.16	Pleurotus eryngii	3FM1.pdb	mol_573.sdf	3	25°C	[(9.5, "{21: 'Site-directed mutagenesis of the catalytic tryptophan environment in Pleurotus eryngii versatile peroxidase,2008', 26: 'Protein radicals in fungal versatile peroxidase: catalytic tryptophan radical in both compound I and compound II and studies on W164Y, W164H, and W164S variants. J. Biol,2009'}"), (6.4, '34')]
1.11.1.19	Auricularia auricula-judae	5AG0.pdb	mol_632.sdf	3	25°C	[(225.0, '64'), (224.0, "{26: 'Characterization of a novel dye-decolorizing peroxidase (DyP)-type enzyme from Irpex lacteus and its application in enzymatic hydrolysis of wheat straw. Appl. Environ,2013', 40: '', 70: ''}")]
1.11.2.1	Cyclocybe aegerita	6EKX.pdb	mol_654.sdf	7	-----	[(238.0, "{29: 'Synthesis of 1-naphthol by a natural peroxygenase engineered by directed evolution,2016', 32: 'Tandem-yeast expression system for engineering and producing unspecific peroxygenase. Enzyme Microb,2015'}"), (127.0, '35')]
1.13.11.20	Mus musculus	2ATF.pdb	mol_721.sdf	-----	-----	[(3.6, '28')]
1.13.11.20	Homo sapiens	4XF4.pdb	mol_505.sdf	-----	37°C	[(56.6, '79'), (41.2, '79')]
1.13.11.49	Nitrospira defluvii	3NN1.pdb	mol_758.sdf	7	30°C	[(43.0, "{26: 'Transiently produced hypochlorite is responsible for the irreversible inhibition of chlorite dismutase,2014', 35: ''}"), (35.0, '19')]
1.13.11.52	Xanthomonas campestris	2NW8.pdb	mol_718.sdf	-----	-----	[(35.4, '135'), (19.5, '135')]
1.14.13.195	Aspergillus fumigatus	4B63.pdb	mol_803.sdf	7.5	25°C	[(0.62, '15'), (0.59, '15')]
1.14.13.2	Pseudomonas aeruginosa	1IUX.pdb	mol_923.sdf	8	30°C	[(4.1, '65'), (3.0, '65')]
1.14.14.25	Homo sapiens	7N6F.pdb	mol_966.sdf	-----	-----	[(0.0153, '18'), (0.0142, '18')]
1.14.14.9	Escherichia coli	6B1B.pdb	mol_975.sdf	7	30°C	[(0.15, "{49: 'Structural insights into catalytic versatility of the flavin-dependent hydroxylase (HpaB) from Escherichia coli. Sci,2019'}"), (0.13, '49'), (0.102, '49'), (0.108, '49')]
1.14.14.9	Escherichia coli	6B1B.pdb	mol_973.sdf	7	30°C	[(0.418, '49'), (0.217, '49'), (0.282, '49'), (0.247, '49'), (0.372, '49'), (0.348, '49')]
1.14.14.9	Acinetobacter baumannii	2JBT.pdb	mol_977.sdf	7.5	-----	[(389.0, '18'), (343.0, '18')]
1.14.15.28	Mycobacterium tuberculosis	7P5T.pdb	mol_5545.sdf	7.5	25°C	[(0.368, '6'), (0.299, '6')]
1.14.15.30	Rhodococcus rhodochrous	4QDF.pdb	mol_998.sdf	7	22°C	[(1.7, '13'), (1.1, '13')]
1.18.1.2	Escherichia coli	2XNJ.pdb	mol_1127.sdf	7	25°C	[(3.53, '149'), (3.0, '149')]
1.18.1.2	Escherichia coli	2XNJ.pdb	mol_35.sdf	8	30°C	[(54.1, '153'), (45.3, '153')]
1.2.1.19	Pisum sativum	3IWK.pdb	mol_1171.sdf	9	30°C	[(1.24, '28'), (1.22, '28')]
1.2.3.1	Mus musculus	3ZYV.pdb	mol_1260.sdf	8	37°C	[(0.33, '142'), (0.245, '123')]
1.21.1.1	Mus musculus	3GFD.pdb	mol_1289.sdf	-----	-----	[(0.16, '14'), (0.12, '14')]
1.3.1.2	Sus scrofa	1GTE.pdb	mol_93.sdf	7	20°C	[(0.85, '43'), (0.65, '43')]
1.3.1.2	Sus scrofa	1GTE.pdb	mol_1317.sdf	7	20°C	[(0.78, '43'), (0.73, '43')]
1.3.1.2	Sus scrofa	1GTE.pdb	mol_866.sdf	7	20°C	[(0.42, '43'), (0.39, '43')]
1.3.3.3	Homo sapiens	2AEX.pdb	mol_1359.sdf	-----	-----	[(0.06, "{59: 'Kinetic evaluation of human cloned coproporphyrinogen oxidase using a ring isomer of the natural substrate. Med. Sci,2005', 60: 'Investigation of the catalytic and structural roles of conserved histidines of human coproporphyrinogen oxidase using site-directed mutagenesis. Med. Sci,2006', 67: 'Use of di- and tripropionate substrate analogs to probe the active site of human recombinant coproporphyrinogen oxidase. Med. Sci,2008'}"), (0.045, "{63: 'Role of aspartate 400, arginine 262, and arginine 401 in the catalytic mechanism of human coproporphyrinogen oxidase,2007', 84: 'Role of aspartate 400, arginine 262, and arginine 401 in the catalytic mechanism of human coproporphyrinogen oxidase,2007'}")]
1.3.8.4	Homo sapiens	1IVH.pdb	mol_1375.sdf	-----	-----	[(10.0, '14'), (8.8, '14')]
1.3.99.17	Pseudomonas putida	1T3Q.pdb	mol_1676.sdf	-----	25°C	[(85.4, "{9: 'Functional expression of the quinoline 2-oxidoreductase genes (qorMSL) in Pseudomonas putida KT2440 pUF1 and in P. putida 86-1 deltaqor pUF1 and analysis of the Qor proteins. Eur. J,2003', 11: 'Active site geometry and substrate recognition of the molybdenum hydroxylase quinoline 2-oxidoreductase,2004', 13: 'Replacement of active-site residues of quinoline 2-oxidoreductase involved in substrate recognition and specificity. Curr,2005'}"), (74.0, '9')]
1.4.1.16	Symbiobacterium thermophilum	3WBF.pdb	mol_1400.sdf	-----	-----	[(40.47, "{31: 'A newly determined member of the meso-diaminopimelate dehydrogenase family with a broad substrate spectrum. Appl. Environ,2017', 39: 'Essential role of amino acid position 71 in substrate preference by meso-diaminopimelate dehydrogenase from Symbiobacterium thermophilum IAM14863. Enzyme Microb,2018'}"), (39.8, '40')]
1.4.1.16	Symbiobacterium thermophilum	3WBF.pdb	mol_293.sdf	-----	-----	[(7.61, '40'), (7.0, "{31: 'A newly determined member of the meso-diaminopimelate dehydrogenase family with a broad substrate spectrum. Appl. Environ,2017', 39: 'Essential role of amino acid position 71 in substrate preference by meso-diaminopimelate dehydrogenase from Symbiobacterium thermophilum IAM14863. Enzyme Microb,2018'}")]
1.4.1.2	Bacillus subtilis	3K92.pdb	mol_337.sdf	-----	-----	[(344.0, "{67: 'Altering the substrate specificity of glutamate dehydrogenase from Bacillus subtilis by site-directed mutagenesis. Biosci. Biotechnol,2005', 68: 'Molecular properties and enhancement of thermostability by random mutagenesis of glutamate dehydrogenase from Bacillus subtilis. Biosci. Biotechnol,2005'}"), (342.0, '68')]
1.4.3.10	Rhodococcus erythropolis	2YG4.pdb	mol_1426.sdf	8	25°C	[(26.4, "{17: 'Discovery and characterization of a putrescine oxidase from Rhodococcus erythropolis NCIMB 11540. Appl. Microbiol,2008', 24: 'Kinetic mechanism of putrescine oxidase from Rhodococcus erythropolis,2014', 27: 'Self-immobilized putrescine oxidase biocatalyst system engineered with a metal binding peptide,2020'}"), (25.5, '27')]
1.4.3.14	Trichoderma viride	3X0V.pdb	mol_802.sdf	7.4	40°C	[(62.8, '32'), (59.1, '32')]
1.4.3.20	Marinomonas mediterranea	3WEU.pdb	mol_802.sdf	7.5	25°C	[(0.34, '9'), (0.22, '12')]
1.4.3.3	Rhodotorula toruloides	1C0P.pdb	mol_1437.sdf	value	25°C	[(85.0, '92'), (81.0, '86')]
1.4.3.4	Homo sapiens	2Z5X.pdb	mol_1492.sdf	7.5	-----	[(2.08, "{22: 'Purification and properties of mitochondrial monoamine oxidase type A from human placenta. J. Biol,1985', 145: 'Kinetic properties of recombinant MAO-A on incorporation into phospholipid nanodisks. J,2007'}"), (1.08, '145')]
1.4.3.4	Aspergillus niger	2VVM.pdb	mol_1507.sdf	7.8	30°C	[(0.491, '266'), (0.342, '266')]
