EC_number	Organism_name	Protein_file	Mol_file	pH	Temperature	kcat_value_with_ref
1.1.1.282	Escherichia coli	1VI2.pdb	mol_11.sdf	9	20°C	[(0.05, '2'), (0.105, '6'), (0.05, '2'), (0.142, '6'), (0.105, '6'), (0.05, '2'), (0.105, '6'), (0.142, '6'), (0.142, '6'), (0.05, '2'), (0.142, '6'), (0.105, '6')]
1.1.1.282	Escherichia coli	1VI2.pdb	mol_79.sdf	9	20°C	[(0.05, '2'), (0.117, '2'), (0.117, '2'), (0.05, '2')]
1.1.1.282	Escherichia coli	1VI2.pdb	mol_269.sdf	9	20°C	[(0.117, '2'), (0.091, '6'), (0.117, '2'), (0.05, "{2: 'Structures of shikimate dehydrogenase AroE and its paralog YdiB. A common structural framework for different activitie. J. Biol,2003', 6: 'Site-directed mutagenesis of the active site region in the quinate/shikimate 5-dehydrogenase YdiB of Escherichia coli. J. Biol,2005'}"), (0.091, '6'), (0.117, '2'), (0.091, '6'), (0.05, "{2: 'Structures of shikimate dehydrogenase AroE and its paralog YdiB. A common structural framework for different activitie. J. Biol,2003', 6: 'Site-directed mutagenesis of the active site region in the quinate/shikimate 5-dehydrogenase YdiB of Escherichia coli. J. Biol,2005'}"), (0.05, "{2: 'Structures of shikimate dehydrogenase AroE and its paralog YdiB. A common structural framework for different activitie. J. Biol,2003', 6: 'Site-directed mutagenesis of the active site region in the quinate/shikimate 5-dehydrogenase YdiB of Escherichia coli. J. Biol,2005'}"), (0.117, '2'), (0.05, "{2: 'Structures of shikimate dehydrogenase AroE and its paralog YdiB. A common structural framework for different activitie. J. Biol,2003', 6: 'Site-directed mutagenesis of the active site region in the quinate/shikimate 5-dehydrogenase YdiB of Escherichia coli. J. Biol,2005'}"), (0.091, '6')]
1.1.1.282	Escherichia coli	1VI2.pdb	mol_268.sdf	9	20°C	[(0.113, '6'), (0.05, "{2: 'Structures of shikimate dehydrogenase AroE and its paralog YdiB. A common structural framework for different activitie. J. Biol,2003', 6: 'Site-directed mutagenesis of the active site region in the quinate/shikimate 5-dehydrogenase YdiB of Escherichia coli. J. Biol,2005'}"), (0.05, "{2: 'Structures of shikimate dehydrogenase AroE and its paralog YdiB. A common structural framework for different activitie. J. Biol,2003', 6: 'Site-directed mutagenesis of the active site region in the quinate/shikimate 5-dehydrogenase YdiB of Escherichia coli. J. Biol,2005'}"), (0.113, '6')]
1.1.1.286	Thermus thermophilus	4YB4.pdb	mol_310.sdf	8	60°C	[(76.0, '7'), (171.0, '1'), (171.0, '1'), (76.0, '7')]
1.1.1.286	Thermus thermophilus	4YB4.pdb	mol_309.sdf	8	60°C	[(33.0, '7'), (171.0, '1'), (171.0, '1'), (33.0, '7')]
1.1.1.30	Alcaligenes faecalis	5B4T.pdb	mol_314.sdf	6.5	30°C	[(4.9, '55'), (97.16, '55'), (97.16, '55'), (4.9, '55')]
1.1.1.335	Chromobacterium violaceum	3Q2I.pdb	mol_327.sdf	8.5	25°C	[(0.00031, '4'), (0.00076, '4'), (0.00076, '4'), (0.00031, '4')]
1.1.1.343	Gluconacetobacter diazotrophicus	6VPB.pdb	mol_343.sdf	7.5	-----	[(0.97, '15'), (3.63, '15'), (3.63, '15'), (0.97, '15')]
1.1.1.343	Gluconacetobacter diazotrophicus	6VPB.pdb	mol_11.sdf	7.5	-----	[(2.62, '15'), (6.06, '15'), (6.06, '15'), (2.62, '15')]
1.1.1.363	Leuconostoc mesenteroides	1E7Y.pdb	mol_200.sdf	7.6	25°C	[(522.0, "{7: 'Identification of an arginine residue in the dual coenzyme-specific glucose-6-phosphate dehydrogenase from Leuconostoc mesenteroides that plays a key role in binding NADP+ but not NAD+. Arch. Biochem,1996', 28: 'Lysine-21 of Leuconostoc mesenteroides glucose 6-phosphate dehydrogenase participates in substrate binding through charge-charge interaction,1992'}"), (1125.0, "{7: 'Identification of an arginine residue in the dual coenzyme-specific glucose-6-phosphate dehydrogenase from Leuconostoc mesenteroides that plays a key role in binding NADP+ but not NAD+. Arch. Biochem,1996', 28: 'Lysine-21 of Leuconostoc mesenteroides glucose 6-phosphate dehydrogenase participates in substrate binding through charge-charge interaction,1992'}"), (522.0, "{7: 'Identification of an arginine residue in the dual coenzyme-specific glucose-6-phosphate dehydrogenase from Leuconostoc mesenteroides that plays a key role in binding NADP+ but not NAD+. Arch. Biochem,1996', 28: 'Lysine-21 of Leuconostoc mesenteroides glucose 6-phosphate dehydrogenase participates in substrate binding through charge-charge interaction,1992'}"), (1125.0, "{7: 'Identification of an arginine residue in the dual coenzyme-specific glucose-6-phosphate dehydrogenase from Leuconostoc mesenteroides that plays a key role in binding NADP+ but not NAD+. Arch. Biochem,1996', 28: 'Lysine-21 of Leuconostoc mesenteroides glucose 6-phosphate dehydrogenase participates in substrate binding through charge-charge interaction,1992'}"), (1125.0, "{7: 'Identification of an arginine residue in the dual coenzyme-specific glucose-6-phosphate dehydrogenase from Leuconostoc mesenteroides that plays a key role in binding NADP+ but not NAD+. Arch. Biochem,1996', 28: 'Lysine-21 of Leuconostoc mesenteroides glucose 6-phosphate dehydrogenase participates in substrate binding through charge-charge interaction,1992'}"), (522.0, "{7: 'Identification of an arginine residue in the dual coenzyme-specific glucose-6-phosphate dehydrogenase from Leuconostoc mesenteroides that plays a key role in binding NADP+ but not NAD+. Arch. Biochem,1996', 28: 'Lysine-21 of Leuconostoc mesenteroides glucose 6-phosphate dehydrogenase participates in substrate binding through charge-charge interaction,1992'}"), (1125.0, "{7: 'Identification of an arginine residue in the dual coenzyme-specific glucose-6-phosphate dehydrogenase from Leuconostoc mesenteroides that plays a key role in binding NADP+ but not NAD+. Arch. Biochem,1996', 28: 'Lysine-21 of Leuconostoc mesenteroides glucose 6-phosphate dehydrogenase participates in substrate binding through charge-charge interaction,1992'}"), (522.0, "{7: 'Identification of an arginine residue in the dual coenzyme-specific glucose-6-phosphate dehydrogenase from Leuconostoc mesenteroides that plays a key role in binding NADP+ but not NAD+. Arch. Biochem,1996', 28: 'Lysine-21 of Leuconostoc mesenteroides glucose 6-phosphate dehydrogenase participates in substrate binding through charge-charge interaction,1992'}"), (522.0, "{7: 'Identification of an arginine residue in the dual coenzyme-specific glucose-6-phosphate dehydrogenase from Leuconostoc mesenteroides that plays a key role in binding NADP+ but not NAD+. Arch. Biochem,1996', 28: 'Lysine-21 of Leuconostoc mesenteroides glucose 6-phosphate dehydrogenase participates in substrate binding through charge-charge interaction,1992'}"), (1125.0, "{7: 'Identification of an arginine residue in the dual coenzyme-specific glucose-6-phosphate dehydrogenase from Leuconostoc mesenteroides that plays a key role in binding NADP+ but not NAD+. Arch. Biochem,1996', 28: 'Lysine-21 of Leuconostoc mesenteroides glucose 6-phosphate dehydrogenase participates in substrate binding through charge-charge interaction,1992'}"), (522.0, "{7: 'Identification of an arginine residue in the dual coenzyme-specific glucose-6-phosphate dehydrogenase from Leuconostoc mesenteroides that plays a key role in binding NADP+ but not NAD+. Arch. Biochem,1996', 28: 'Lysine-21 of Leuconostoc mesenteroides glucose 6-phosphate dehydrogenase participates in substrate binding through charge-charge interaction,1992'}"), (1125.0, "{7: 'Identification of an arginine residue in the dual coenzyme-specific glucose-6-phosphate dehydrogenase from Leuconostoc mesenteroides that plays a key role in binding NADP+ but not NAD+. Arch. Biochem,1996', 28: 'Lysine-21 of Leuconostoc mesenteroides glucose 6-phosphate dehydrogenase participates in substrate binding through charge-charge interaction,1992'}"), (1125.0, "{7: 'Identification of an arginine residue in the dual coenzyme-specific glucose-6-phosphate dehydrogenase from Leuconostoc mesenteroides that plays a key role in binding NADP+ but not NAD+. Arch. Biochem,1996', 28: 'Lysine-21 of Leuconostoc mesenteroides glucose 6-phosphate dehydrogenase participates in substrate binding through charge-charge interaction,1992'}"), (522.0, "{7: 'Identification of an arginine residue in the dual coenzyme-specific glucose-6-phosphate dehydrogenase from Leuconostoc mesenteroides that plays a key role in binding NADP+ but not NAD+. Arch. Biochem,1996', 28: 'Lysine-21 of Leuconostoc mesenteroides glucose 6-phosphate dehydrogenase participates in substrate binding through charge-charge interaction,1992'}"), (1125.0, "{7: 'Identification of an arginine residue in the dual coenzyme-specific glucose-6-phosphate dehydrogenase from Leuconostoc mesenteroides that plays a key role in binding NADP+ but not NAD+. Arch. Biochem,1996', 28: 'Lysine-21 of Leuconostoc mesenteroides glucose 6-phosphate dehydrogenase participates in substrate binding through charge-charge interaction,1992'}"), (522.0, "{7: 'Identification of an arginine residue in the dual coenzyme-specific glucose-6-phosphate dehydrogenase from Leuconostoc mesenteroides that plays a key role in binding NADP+ but not NAD+. Arch. Biochem,1996', 28: 'Lysine-21 of Leuconostoc mesenteroides glucose 6-phosphate dehydrogenase participates in substrate binding through charge-charge interaction,1992'}")]
1.1.1.376	Azospirillum brasilense	7CGQ.pdb	mol_127.sdf	9	30°C	[(9.7, '2'), (1.04, '2'), (1.04, '2'), (9.7, '2')]
1.1.1.376	Azospirillum brasilense	7CGQ.pdb	mol_132.sdf	9	30°C	[(4.0, '2'), (12.0, '2'), (12.0, '2'), (4.0, '2')]
1.1.1.376	Azospirillum brasilense	7CGQ.pdb	mol_130.sdf	9	30°C	[(19.0, '2'), (6.1, '2'), (19.0, '2'), (16.5, '2'), (19.0, '2'), (33.3, '2'), (19.0, '2'), (30.5, "{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}"), (6.1, '2'), (19.0, '2'), (6.1, '2'), (16.5, '2'), (6.1, '2'), (33.3, '2'), (6.1, '2'), (30.5, "{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}"), (16.5, '2'), (19.0, '2'), (16.5, '2'), (6.1, '2'), (16.5, '2'), (33.3, '2'), (16.5, '2'), (30.5, "{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}"), (33.3, '2'), (19.0, '2'), (33.3, '2'), (6.1, '2'), (33.3, '2'), (16.5, '2'), (33.3, '2'), (30.5, "{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}"), (30.5, "{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}"), (19.0, '2'), (30.5, "{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}"), (6.1, '2'), (30.5, "{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}"), (16.5, '2'), (30.5, "{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}"), (33.3, '2')]
1.1.1.376	Azospirillum brasilense	7CGQ.pdb	mol_11.sdf	9	30°C	[(105.9, '7'), (48.7, "{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}"), (48.7, "{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}"), (105.9, '7')]
1.1.1.42	Homo sapiens	6BKZ.pdb	mol_337.sdf	6.2	37°C	[(3.5, '151'), (1.6, "{151: 'An acidic residue buried in the dimer interface of isocitrate dehydrogenase 1 (IDH1) helps regulate catalysis and pH sensitivity. Biochem,2020', 160: ''}"), (1.6, "{151: 'An acidic residue buried in the dimer interface of isocitrate dehydrogenase 1 (IDH1) helps regulate catalysis and pH sensitivity. Biochem,2020', 160: ''}"), (3.5, '151')]
1.1.1.42	Homo sapiens	6BKZ.pdb	mol_337.sdf	7.5	37°C	[(3.6, '151'), (3.8, "{151: 'An acidic residue buried in the dimer interface of isocitrate dehydrogenase 1 (IDH1) helps regulate catalysis and pH sensitivity. Biochem,2020'}"), (3.6, '151'), (0.019, "{160: ''}"), (3.8, "{151: 'An acidic residue buried in the dimer interface of isocitrate dehydrogenase 1 (IDH1) helps regulate catalysis and pH sensitivity. Biochem,2020'}"), (3.6, '151'), (3.8, "{151: 'An acidic residue buried in the dimer interface of isocitrate dehydrogenase 1 (IDH1) helps regulate catalysis and pH sensitivity. Biochem,2020'}"), (0.019, "{160: ''}"), (0.019, "{160: ''}"), (3.6, '151'), (0.019, "{160: ''}"), (3.8, "{151: 'An acidic residue buried in the dimer interface of isocitrate dehydrogenase 1 (IDH1) helps regulate catalysis and pH sensitivity. Biochem,2020'}")]
1.1.1.42	Homo sapiens	6BKZ.pdb	mol_310.sdf	7.5	37°C	[(85.0, '160'), (40.4, '151'), (85.0, '160'), (37.6, '151'), (40.4, '151'), (85.0, '160'), (40.4, '151'), (37.6, '151'), (37.6, '151'), (85.0, '160'), (37.6, '151'), (40.4, '151')]
1.1.1.81	Pyrococcus yayanosii	6BII.pdb	mol_305.sdf	8	50°C	[(25.0, '31'), (6.5, '31'), (6.5, '31'), (25.0, '31')]
1.1.1.81	Pyrococcus furiosus	5AOV.pdb	mol_305.sdf	8	50°C	[(10.0, '31'), (1.2, '31'), (1.2, '31'), (10.0, '31')]
1.1.1.85	Thermus thermophilus	4F7I.pdb	mol_472.sdf	7.6	20°C	[(40.0, '70'), (3.97, '75'), (40.0, '70'), (2.9, "{59: 'Enhancement of latent 3-isopropylmalate dehydrogenase activity of promiscuous homoisocitrate dehydrogenase by directed evolution. Biochem,2010', 64: 'Transient kinetic studies reveal isomerization steps along the kinetic pathway of Thermus thermophilus 3-isopropylmalate dehydrogenase,2013'}"), (3.97, '75'), (40.0, '70'), (3.97, '75'), (2.9, "{59: 'Enhancement of latent 3-isopropylmalate dehydrogenase activity of promiscuous homoisocitrate dehydrogenase by directed evolution. Biochem,2010', 64: 'Transient kinetic studies reveal isomerization steps along the kinetic pathway of Thermus thermophilus 3-isopropylmalate dehydrogenase,2013'}"), (2.9, "{59: 'Enhancement of latent 3-isopropylmalate dehydrogenase activity of promiscuous homoisocitrate dehydrogenase by directed evolution. Biochem,2010', 64: 'Transient kinetic studies reveal isomerization steps along the kinetic pathway of Thermus thermophilus 3-isopropylmalate dehydrogenase,2013'}"), (40.0, '70'), (2.9, "{59: 'Enhancement of latent 3-isopropylmalate dehydrogenase activity of promiscuous homoisocitrate dehydrogenase by directed evolution. Biochem,2010', 64: 'Transient kinetic studies reveal isomerization steps along the kinetic pathway of Thermus thermophilus 3-isopropylmalate dehydrogenase,2013'}"), (3.97, '75')]
1.1.1.86	Sulfolobus acidocaldarius	5YEQ.pdb	mol_481.sdf	8	60°C	[(0.957, '60'), (0.876, '60'), (0.957, '60'), (0.526, '60'), (0.957, '60'), (0.444, '60'), (0.876, '60'), (0.957, '60'), (0.876, '60'), (0.526, '60'), (0.876, '60'), (0.444, '60'), (0.526, '60'), (0.957, '60'), (0.526, '60'), (0.876, '60'), (0.526, '60'), (0.444, '60'), (0.444, '60'), (0.957, '60'), (0.444, '60'), (0.876, '60'), (0.444, '60'), (0.526, '60')]
